DFS,14,1,293,5.7286,0
LowestCost,14,1,293,1.1243,0
BFS,14,1,231,3741.77,302048
DFS,14,1,231,4.0937,0
LowestCost,14,1,231,0.4535,0
BFS,14,1,263,101.594,6144
DFS,14,1,263,1.7056,0
LowestCost,14,1,263,0.5963,0
BFS,14,1,327,905.88,55020
DFS,14,1,327,3.5013,0
LowestCost,14,1,327,2.1203,0
BFS,15,1,470,6403.27,431480
DFS,15,1,470,14.7402,0
LowestCost,15,1,470,14.7571,0
BFS,15,1,368,181500,13660856
DFS,15,1,368,8.4586,0
LowestCost,15,1,368,0.6289,0
BFS,15,1,299,9802.08,719540
DFS,15,1,299,11.8349,0
LowestCost,15,1,299,6.7191,0
BFS,15,1,275,5072.96,354288
DFS,15,1,275,4.6507,0
LowestCost,15,1,275,0.5536,0
BFS,15,1,215,9141.86,690244
DFS,15,1,215,3.8607,0
LowestCost,15,1,215,1.4838,0
